year,dayAndNight,week,death,casualty,injuredPerson,location,accKind,violationLaw,roadKind,perpetrator,victim,Count
2018,Night,Wed,1,1,0,Gyeongbuk,Only Car,Violation of drivers laws,singleroad,a freight car,none,1
2018,Day,Wed,1,1,0,Gyeongbuk,Car and Car,Violation of drivers laws,singleroad,a freight car,농기계,1
2018,Day,Mon,1,1,0,Gyeongbuk,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Night,Fri,1,2,1,Gyeongbuk,Car and Car,Violation of drivers laws,singleroad,a car,a car,1
2018,Day,Tue,1,1,0,Gyeongbuk,Car and Car,Violation of drivers laws,crossroad,a freight car,a two-wheeled car,1
2018,Day,Thu,1,3,2,Gyeongbuk,Car and Car,Violation of drivers laws,crossroad,a freight car,a freight car,1
2018,Night,Tue,1,2,1,Gyeongbuk,Car and Car,Violation of drivers laws,singleroad,a car,a freight car,1
2018,Day,Tue,1,2,1,Gyeongbuk,Car and Car,Violation of drivers laws,singleroad,a two-wheeled car,a freight car,1
2018,Day,Wed,1,2,1,Daegu,Car and Car,Violation of drivers laws,singleroad,a freight car,a freight car,1
2018,Day,Mon,1,1,0,Gyeongbuk,Only Car,Violation of drivers laws,singleroad,a freight car,none,1
2018,Night,Thu,1,3,2,Gyeongbuk,Car and Car,Violation of drivers laws,singleroad,a freight car,a freight car,1
2018,Day,Tue,1,1,0,Gyeongbuk,Car and Car,Violation of drivers laws,singleroad,a freight car,a freight car,1
2018,Night,Tue,1,1,0,Gyeongbuk,Car and People,Violation of drivers laws,singleroad,special car,Pedestrian,1
2018,Day,Wed,1,1,0,Gyeongbuk,Car and Car,Violation of drivers laws,singleroad,a freight car,a car,1
2018,Day,Tue,1,1,0,Gyeongbuk,Only Car,Violation of drivers laws,singleroad,a freight car,none,1
2018,Day,Tue,1,1,0,Gyeongsangnam,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Day,Fri,1,1,0,Gyeongsangnam,Car and People,Violation of drivers laws,crossroad,special car,Pedestrian,1
2018,Night,Mon,1,1,0,Gyeongsangnam,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Sat,1,1,0,Gyeongsangnam,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Night,Sun,1,2,1,Gyeongsangnam,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Day,Tue,1,1,0,Gyeongsangnam,Only Car,Violation of drivers laws,singleroad,a freight car,none,1
2018,Day,Tue,1,1,0,Gyeongsangnam,Car and Car,Violation of drivers laws,crossroad,a freight car,a two-wheeled car,1
2018,Night,Fri,1,1,0,Gyeongsangnam,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Thu,1,1,0,Gyeongsangnam,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Thu,1,2,1,Gyeongsangnam,Car and Car,Violation of drivers laws,crossroad,a car,a freight car,1
2018,Day,Thu,1,1,0,Gyeongsangnam,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Day,Mon,1,1,0,Gyeongsangnam,Car and Car,Violation of drivers laws,singleroad,a car,a two-wheeled car,1
2018,Day,Wed,1,1,0,Gyeongsangnam,Car and Car,Violation of drivers laws,crossroad,agricultural machinery,원동기장치자전거,1
2018,Day,Mon,1,2,1,Gyeongsangnam,Car and Car,Violation of drivers laws,crossroad,a freight car,a car,1
2018,Night,Mon,1,1,0,Gyeongsangnam,Only Car,Violation of drivers laws,crossroad,원동기장치자전거,none,1
2018,Day,Mon,1,1,0,Gyeongsangnam,Only Car,Violation of drivers laws,singleroad,a freight car,none,1
2018,Night,Mon,1,2,1,Gyeongsangnam,Only Car,Violation of drivers laws,crossroad,a car,none,1
2018,Night,Fri,1,1,0,Gyeongsangnam,Car and Car,Violation of drivers laws,singleroad,a car,a van,1
2018,Night,Mon,1,2,1,Gyeongsangnam,Only Car,Violation of drivers laws,crossroad,a car,none,1
2018,Night,Fri,1,1,0,Gyeongsangnam,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Mon,1,1,0,Gyeongsangnam,Car and Car,Violation of drivers laws,singleroad,a freight car,special car,1
2018,Night,Wed,1,1,0,Gyeongsangnam,Only Car,Violation of drivers laws,singleroad,a freight car,none,1
2018,Night,Tue,1,1,0,Gyeongsangnam,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Fri,1,1,0,Gyeongsangnam,Car and People,Violation of drivers laws,singleroad,a van,Pedestrian,1
2018,Day,Fri,1,1,0,Gyeongsangnam,Car and People,Violation of drivers laws,crossroad,a freight car,Pedestrian,1
2018,Day,Wed,1,3,2,Gyeongsangnam,Car and Car,Violation of drivers laws,singleroad,a van,농기계,1
2018,Day,Tue,1,1,0,Gyeongsangnam,Car and Car,Violation of drivers laws,singleroad,agricultural machinery,a car,1
2018,Night,Wed,1,1,0,Gyeongsangnam,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Night,Fri,1,1,0,Gyeongsangnam,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Day,Wed,1,1,0,Gyeongsangnam,Car and People,Violation of drivers laws,crossroad,a freight car,Pedestrian,1
2018,Night,Tue,1,1,0,Gyeongsangnam,Only Car,Violation of drivers laws,singleroad,a freight car,none,1
2018,Day,Sat,1,1,0,Gyeongsangnam,Car and People,Violation of drivers laws,singleroad,a two-wheeled car,Pedestrian,1
2018,Night,Mon,1,1,0,Gyeongsangnam,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Day,Wed,1,1,0,Gyeongsangnam,Car and Car,Violation of drivers laws,crossroad,a car,a freight car,1
2018,Night,Sat,1,1,0,Gyeongsangnam,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Night,Mon,1,1,0,Gyeongsangnam,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Fri,1,1,0,Gyeongsangnam,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Fri,1,1,0,Gyeongsangnam,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Sat,1,1,0,Gyeongsangnam,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Sun,1,1,0,Gyeongsangnam,Car and Car,Violation of drivers laws,singleroad,a car,자전거,1
2018,Night,Thu,1,1,0,Gyeongsangnam,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Day,Tue,2,3,1,Gyeongsangnam,Car and Car,Violation of drivers laws,crossroad,a two-wheeled car,a freight car,1
2018,Night,Tue,1,1,0,Gyeongsangnam,Car and Car,Violation of drivers laws,singleroad,a freight car,a freight car,1
2018,Night,Thu,1,2,1,Gyeongsangnam,Car and Car,Violation of drivers laws,singleroad,a car,a car,1
2018,Day,Mon,1,1,0,Jeju,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Mon,1,1,0,Jeju,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Day,Wed,1,1,0,Jeju,Only Car,Violation of drivers laws,singleroad,자전거,none,1
2018,Day,Wed,1,1,0,Jeju,Car and Car,Violation of drivers laws,singleroad,a freight car,a two-wheeled car,1
2018,Night,Mon,1,1,0,Jeju,Car and People,Violation of drivers laws,singleroad,a van,Pedestrian,1
2018,Night,Wed,1,1,0,Jeju,Only Car,Violation of drivers laws,singleroad,a two-wheeled car,none,1
2018,Night,Thu,1,1,0,Jeju,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Night,Mon,1,2,1,Jeju,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Thu,1,2,1,Jeju,Car and Car,Violation of drivers laws,crossroad,a freight car,a freight car,1
2018,Day,Sun,1,1,0,Daegu,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Night,Thu,1,1,0,Daegu,Car and People,Violation of drivers laws,Other,a car,Pedestrian,1
2018,Night,Thu,1,1,0,Daegu,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Day,Fri,1,4,3,Daegu,Car and Car,Violation of drivers laws,crossroad,a car,a car,1
2018,Night,Thu,1,1,0,Daegu,Car and Car,Violation of drivers laws,crossroad,a car,a two-wheeled car,1
2018,Night,Thu,3,3,0,Daegu,Car and Car,Violation of drivers laws,singleroad,a car,원동기장치자전거,1
2018,Night,Fri,1,1,0,Daegu,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Night,Fri,1,1,0,Daegu,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Thu,1,1,0,Daegu,Only Car,Violation of drivers laws,singleroad,a two-wheeled car,none,1
2018,Night,Thu,1,1,0,Daegu,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Tue,1,1,0,Daegu,Car and Car,Violation of drivers laws,singleroad,원동기장치자전거,construction machinery,1
2018,Day,Mon,1,5,4,Daegu,Car and Car,Violation of drivers laws,crossroad,a car,a car,1
2018,Night,Thu,1,2,1,Daegu,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Tue,1,1,0,Daegu,Car and People,Violation of drivers laws,Other,a freight car,Pedestrian,1
2018,Night,Mon,1,1,0,Incheon,Car and People,Violation of drivers laws,Other,a freight car,Pedestrian,1
2018,Day,Wed,1,1,0,Incheon,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Wed,1,1,0,Incheon,Car and People,Violation of drivers laws,crossroad,a freight car,Pedestrian,1
2018,Day,Wed,1,2,1,Incheon,Car and Car,Violation of drivers laws,crossroad,a car,a car,1
2018,Day,Sat,1,1,0,Incheon,Car and People,Violation of drivers laws,crossroad,a freight car,Pedestrian,1
2018,Night,Mon,1,1,0,Incheon,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Tue,1,1,0,Incheon,Car and Car,Violation of drivers laws,singleroad,a car,a freight car,1
2018,Night,Mon,1,1,0,Incheon,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Mon,1,1,0,Incheon,Car and People,Violation of drivers laws,crossroad,a freight car,Pedestrian,1
2018,Day,Fri,2,3,1,Incheon,Car and Car,Violation of drivers laws,crossroad,a car,a freight car,1
2018,Night,Sun,1,1,0,Incheon,Car and People,Violation of drivers laws,singleroad,a van,Pedestrian,1
2018,Night,Sat,1,1,0,Incheon,Car and Car,Violation of drivers laws,singleroad,a car,원동기장치자전거,1
2018,Day,Thu,1,1,0,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,a car,a freight car,1
2018,Night,Fri,1,2,1,Gwangju,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Sat,1,4,3,Gwangju,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Night,Wed,1,1,0,Gwangju,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Day,Wed,1,1,0,Gwangju,Car and People,Violation of drivers laws,singleroad,special car,Pedestrian,1
2018,Day,Tue,1,1,0,Gwangju,Only Car,Violation of drivers laws,singleroad,a two-wheeled car,none,1
2018,Night,Thu,1,1,0,Gwangju,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Thu,1,1,0,Gwangju,Car and People,Violation of drivers laws,crossroad,a freight car,Pedestrian,1
2018,Night,Tue,1,2,1,Gwangju,Car and People,Violation of drivers laws,crossroad,a two-wheeled car,Pedestrian,1
2018,Day,Mon,1,1,0,Gwangju,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Night,Sat,1,1,0,Gwangju,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Mon,1,1,0,Gwangju,Car and People,Violation of drivers laws,crossroad,a freight car,Pedestrian,1
2018,Day,Sat,1,1,0,Daejeon,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Tue,1,1,0,Daejeon,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Tue,1,1,0,Daejeon,Only Car,Violation of drivers laws,crossroad,a van,none,1
2018,Day,Thu,1,1,0,Daejeon,Car and People,Violation of drivers laws,crossroad,construction machinery,Pedestrian,1
2018,Day,Tue,1,1,0,Daejeon,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Sun,1,1,0,Daejeon,Car and Car,Violation of drivers laws,singleroad,a car,자전거,1
2018,Night,Tue,1,1,0,Daejeon,Car and Car,Violation of drivers laws,Other,a car,a car,1
2018,Night,Sun,1,1,0,Daejeon,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Wed,1,1,0,Daejeon,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Day,Thu,1,1,0,Ulsan,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Day,Fri,1,1,0,Ulsan,Car and Car,Violation of drivers laws,singleroad,a car,자전거,1
2018,Night,Thu,1,1,0,Ulsan,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Day,Thu,1,3,2,Ulsan,Car and Car,Violation of drivers laws,crossroad,a freight car,a car,1
2018,Day,Tue,1,2,1,Ulsan,Car and Car,Violation of drivers laws,crossroad,a freight car,a freight car,1
2018,Night,Wed,1,1,0,Ulsan,Only Car,Violation of drivers laws,crossroad,a freight car,none,1
2018,Day,Sat,1,1,0,Ulsan,Only Car,Violation of drivers laws,singleroad,사륜오토바이(ATV),none,1
2018,Day,Fri,1,1,0,Ulsan,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Day,Fri,1,2,1,Ulsan,Car and Car,Violation of drivers laws,singleroad,construction machinery,a car,1
2018,Night,Fri,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Night,Wed,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Tue,1,1,0,Gyeonggi,Car and Car,Violation of drivers laws,crossroad,a car,자전거,1
2018,Day,Thu,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Wed,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Sun,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Day,Mon,1,1,0,Gyeonggi,Car and Car,Violation of drivers laws,crossroad,a two-wheeled car,a van,1
2018,Day,Tue,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Night,Fri,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Wed,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Thu,2,3,1,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,a two-wheeled car,a freight car,1
2018,Day,Sun,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Night,Fri,1,1,0,Gyeonggi,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Day,Fri,1,4,3,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,a car,construction machinery,1
2018,Night,Mon,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Thu,1,2,1,Gyeonggi,Only Car,Violation of drivers laws,singleroad,a two-wheeled car,none,1
2018,Night,Tue,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,a van,Pedestrian,1
2018,Night,Fri,1,1,0,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,a car,농기계,1
2018,Night,Tue,1,1,0,Gyeonggi,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Night,Thu,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Night,Mon,2,4,2,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,a car,a van,1
2018,Day,Sun,1,1,0,Gyeonggi,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Night,Fri,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Day,Thu,1,1,0,Gyeonggi,Only Car,Violation of drivers laws,singleroad,사륜오토바이(ATV),none,1
2018,Day,Thu,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Day,Sat,1,1,0,Seoul,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Mon,1,1,0,Seoul,Car and People,Violation of drivers laws,singleroad,a van,Pedestrian,1
2018,Night,Fri,1,1,0,Seoul,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Mon,1,1,0,Seoul,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Wed,2,2,0,Seoul,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Night,Fri,1,1,0,Seoul,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Day,Thu,1,1,0,Seoul,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Night,Sun,1,1,0,Seoul,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Day,Fri,1,1,0,Seoul,Car and Car,Violation of drivers laws,crossroad,a car,a two-wheeled car,1
2018,Night,Fri,1,1,0,Seoul,Car and Car,Violation of drivers laws,singleroad,a freight car,a two-wheeled car,1
2018,Day,Wed,1,1,0,Seoul,Car and Car,Violation of drivers laws,singleroad,자전거,a car,1
2018,Night,Tue,1,1,0,Seoul,Only Car,Violation of drivers laws,Other,a two-wheeled car,none,1
2018,Night,Sat,1,3,2,Seoul,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Night,Wed,1,1,0,Seoul,Only Car,Violation of drivers laws,crossroad,a car,none,1
2018,Night,Tue,1,2,1,Seoul,Car and People,Violation of drivers laws,singleroad,a van,Pedestrian,1
2018,Day,Thu,1,1,0,Seoul,Car and People,Violation of drivers laws,singleroad,a van,Pedestrian,1
2018,Night,Thu,1,1,0,Seoul,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Night,Wed,1,1,0,Seoul,Car and People,Violation of drivers laws,crossroad,a van,Pedestrian,1
2018,Night,Sat,1,1,0,Seoul,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Mon,1,1,0,Seoul,Car and Car,Violation of drivers laws,Other,a freight car,a car,1
2018,Night,Fri,1,1,0,Seoul,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Day,Sun,1,3,2,Seoul,Car and Car,Violation of drivers laws,crossroad,a two-wheeled car,a van,1
2018,Day,Tue,1,1,0,Seoul,Car and People,Violation of drivers laws,crossroad,special car,Pedestrian,1
2018,Day,Tue,1,3,2,Seoul,Car and Car,Violation of drivers laws,crossroad,a two-wheeled car,a van,1
2018,Night,Thu,1,3,2,Seoul,Car and Car,Violation of drivers laws,crossroad,a two-wheeled car,a car,1
2018,Night,Sat,1,2,1,Seoul,Car and Car,Violation of drivers laws,Other,a car,a car,1
2018,Day,Sat,1,1,0,Seoul,Car and Car,Violation of drivers laws,crossroad,a car,자전거,1
2018,Day,Mon,1,9,8,Seoul,Car and Car,Violation of drivers laws,crossroad,a car,a van,1
2018,Night,Fri,1,1,0,Seoul,Car and Car,Violation of drivers laws,singleroad,원동기장치자전거,a car,1
2018,Night,Mon,1,1,0,Seoul,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Thu,1,1,0,Seoul,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Thu,1,1,0,Seoul,Car and People,Violation of drivers laws,crossroad,construction machinery,Pedestrian,1
2018,Night,Fri,1,1,0,Seoul,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Thu,1,2,1,Seoul,Car and Car,Violation of drivers laws,singleroad,a freight car,a freight car,1
2018,Night,Thu,1,1,0,Seoul,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Night,Tue,1,1,0,Seoul,Car and Car,Violation of drivers laws,crossroad,a two-wheeled car,a van,1
2018,Night,Wed,1,1,0,Seoul,Only Car,Violation of drivers laws,singleroad,a two-wheeled car,none,1
2018,Day,Tue,1,1,0,Seoul,Car and People,Violation of drivers laws,crossroad,construction machinery,Pedestrian,1
2018,Night,Mon,1,1,0,Seoul,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Tue,1,1,0,Seoul,Car and People,Violation of drivers laws,singleroad,construction machinery,Pedestrian,1
2018,Day,Mon,1,2,1,Seoul,Car and Car,Violation of drivers laws,crossroad,construction machinery,a car,1
2018,Day,Thu,1,1,0,Seoul,Car and People,Violation of drivers laws,crossroad,a van,Pedestrian,1
2018,Day,Sun,1,1,0,Seoul,Only Car,Violation of drivers laws,singleroad,a two-wheeled car,none,1
2018,Night,Tue,1,1,0,Seoul,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Fri,1,1,0,Busan,Only Car,Violation of drivers laws,crossroad,a car,none,1
2018,Night,Tue,1,1,0,Busan,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Night,Sat,1,1,0,Busan,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Fri,1,1,0,Busan,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Day,Sat,1,1,0,Busan,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Day,Fri,1,1,0,Busan,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Day,Sun,1,4,3,Busan,Car and Car,Violation of drivers laws,crossroad,a car,a car,1
2018,Night,Fri,1,1,0,Busan,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Thu,1,1,0,Busan,Only Car,Violation of drivers laws,singleroad,a two-wheeled car,none,1
2018,Day,Sat,1,1,0,Busan,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Day,Thu,1,1,0,Busan,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Tue,1,2,1,Busan,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Day,Wed,1,1,0,Busan,Car and Car,Violation of drivers laws,crossroad,a freight car,원동기장치자전거,1
2018,Night,Thu,1,6,5,Busan,Car and Car,Violation of drivers laws,crossroad,a two-wheeled car,a freight car,1
2018,Night,Thu,1,1,0,Busan,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Day,Mon,1,2,1,Gyeongsangnam,Car and Car,Violation of drivers laws,singleroad,a car,a freight car,1
2018,Night,Sun,1,1,0,Gyeonggi,Only Car,Violation of drivers laws,crossroad,a two-wheeled car,none,1
2018,Day,Tue,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,crossroad,a van,Pedestrian,1
2018,Night,Sat,1,2,1,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,a freight car,a car,1
2018,Day,Fri,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Thu,1,1,0,Gyeonggi,Car and Car,Violation of drivers laws,crossroad,자전거,a van,1
2018,Night,Fri,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,crossroad,a van,Pedestrian,1
2018,Day,Sat,1,2,1,Gyeonggi,Car and Car,Violation of drivers laws,crossroad,a car,a car,1
2018,Night,Thu,1,2,1,Gyeonggi,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Night,Sun,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Night,Tue,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Day,Tue,1,1,0,Gyeonggi,Only Car,Violation of drivers laws,singleroad,a two-wheeled car,none,1
2018,Day,Sat,1,1,0,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,construction machinery,원동기장치자전거,1
2018,Night,Sat,1,1,0,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,a car,자전거,1
2018,Night,Thu,1,2,1,Gyeonggi,Car and Car,Violation of drivers laws,crossroad,a car,a van,1
2018,Day,Sat,1,1,0,Gyeonggi,Car and Car,Violation of drivers laws,crossroad,a car,자전거,1
2018,Day,Thu,1,1,0,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,a car,a two-wheeled car,1
2018,Day,Tue,1,1,0,Gyeonggi,Car and Car,Violation of drivers laws,crossroad,불명,원동기장치자전거,1
2018,Day,Tue,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Fri,1,1,0,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,a car,a two-wheeled car,1
2018,Day,Wed,1,1,0,Gyeonggi,Only Car,Violation of drivers laws,crossroad,agricultural machinery,none,1
2018,Night,Mon,1,1,0,Gyeonggi,Only Car,Violation of drivers laws,crossroad,a freight car,none,1
2018,Night,Sun,1,5,4,Gyeonggi,Car and Car,Violation of drivers laws,crossroad,a car,a van,1
2018,Night,Fri,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,crossroad,a van,Pedestrian,1
2018,Night,Sun,1,2,1,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,a car,a car,1
2018,Night,Thu,1,1,0,Gyeonggi,Only Car,Violation of drivers laws,crossroad,원동기장치자전거,none,1
2018,Night,Tue,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Day,Sun,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,crossroad,a freight car,Pedestrian,1
2018,Day,Mon,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Wed,1,3,2,Gyeonggi,Car and Car,Violation of drivers laws,crossroad,a freight car,a car,1
2018,Night,Mon,1,3,2,Gyeonggi,Car and Car,Violation of drivers laws,crossroad,a two-wheeled car,a freight car,1
2018,Night,Thu,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Thu,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Night,Wed,1,1,0,Gyeonggi,Only Car,Violation of drivers laws,singleroad,a two-wheeled car,none,1
2018,Night,Wed,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Tue,1,2,1,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,a two-wheeled car,a car,1
2018,Day,Mon,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,crossroad,a freight car,Pedestrian,1
2018,Night,Sun,1,1,0,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,a car,a freight car,1
2018,Night,Thu,1,1,0,Gyeonggi,Car and Car,Violation of drivers laws,crossroad,a two-wheeled car,a car,1
2018,Night,Sat,1,1,0,Gyeonggi,Car and Car,Violation of drivers laws,Other,a car,a freight car,1
2018,Night,Tue,1,3,2,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,a car,a freight car,1
2018,Day,Mon,1,2,1,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,a freight car,a freight car,1
2018,Day,Sat,1,1,0,Gyeonggi,Only Car,Violation of drivers laws,singleroad,a freight car,none,1
2018,Night,Tue,1,4,3,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,a car,a car,1
2018,Day,Wed,1,1,0,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,a car,a car,1
